ano	taxagrad	taxagrad_mm
2017	38.666666666666664	38.666666666666664
2018	43.43434343434343	43.43434343434343
2019	40.0	33.92857142857143
2020	40.0	41.28440366972477
2021	38.97435897435897	39.166666666666664
2022	40.35087719298246	37.98449612403101
2023	39.3574297188755	38.65546218487395
2024	37.410071942446045	33.898305084745765
