ano	avg	1stdev	max
2012	10.0	10.0	10
2013	11.0	12.0	12
2014	10.5	12.506932429798717	14
2015	11.526315789473685	13.428348526272911	16
2016	11.333333333333334	13.827771591182628	16
2017	11.727272727272727	13.841764245384184	18
2018	12.0	13.921537845661046	16
2019	10.727272727272727	12.327892441969	14
2020	10.4	11.756465996625053	13
2022	11.727272727272727	13.490065402696846	17
2023	12.09375	14.54782027965786	16
2024	11.764705882352942	13.879900540748848	20
