Ano	enade	idd	odp	infra	oaf	mestres	doutores	regtra	cpc
2010			4.5326714515686	2.27272725105285		4.40000009536743	3.79166674613952	5.0	
2013	3.54706716537475	4.33704280853271	1.81608345332001	1.4267583899327	3.07337331618988	2.84615374378795	1.96078424664807	5.0	
2016	3.65095329284667	2.80747616390551	1.12695164232694	2.14942141234962	2.48804644208509	3.64516129032258	2.5	5.0	2.99038801755458
2019	4.731	5.0	3.184	3.714	4.252	3.75	2.948	5.0	4.325
2023	2.776	2.373	2.125	2.022	2.496	3.929	3.594	5.0	2.917
