ano	evasao	retencao
2015	13.533834586466165	11.278195488721805
2016	9.30232558139535	11.627906976744185
2017	19.84732824427481	13.740458015267176
2018	4.132231404958678	10.743801652892563
2019	18.3206106870229	9.16030534351145
2020	16.0	12.0
2021	16.93548387096774	12.096774193548388
2022	5.755395683453238	20.863309352517987
2023	6.756756756756757	31.08108108108108
2024	5.9259259259259265	24.444444444444443
