ano	evasao	retencao
2015	49.01960784313725	9.803921568627452
2016	43.13725490196079	7.8431372549019605
2017	29.09090909090909	7.2727272727272725
2018	26.582278481012654	8.860759493670885
2019	36.36363636363637	7.954545454545454
2020	48.23529411764706	9.411764705882353
2021	18.84057971014493	21.73913043478261
2022	14.285714285714285	24.285714285714285
2023	33.76623376623377	16.883116883116884
2024	22.388059701492537	16.417910447761194
