ano_enade	nota_enade	Nota ENEM
2017	44.2	548.35
2017	46.1	566.6999999999999
2021	32.4	446.65
2021	52.8	543.025
2021	21.6	483.65
2021	60.1	608.325
2021	35.9	488.775
2021	61.4	502.05
2021	44.1	578.8
2021	43.6	525.7249999999999
2021	64.6	602.175
2021	70.4	540.675
2021	36.4	644.0999999999999
2021	36.2	507.32500000000005
2021	28.6	520.65
2021	25.4	507.075
2021	50.0	576.8
2021	57.7	592.4000000000001
2021	59.8	538.2
2021	58.0	547.15
