Ano	enade	idd	odp	infra	oaf	mestres	doutores	regtra	cpc
2014	2.80466963666031	2.80466963666031	2.70833333333333	2.60394015586726	3.3695652173913	3.75	2.33333333333333	5.0	2.96637943839131
2017	2.734898674575	1.498669267	4.936733038	4.568577	5.0	2.967741751	3.225806355	5.0	2.876649369
2021	2.768	2.185	3.531	3.325	3.201	4.409	4.444	5.0	3.202
