ano	taxagrad	taxagrad_mm
2016	21.428571428571427	21.428571428571427
2017	16.666666666666668	16.666666666666668
2018	19.10112359550562	19.10112359550562
2019	15.833333333333334	10.833333333333334
2020	16.778523489932887	10.738255033557047
2021	17.894736842105264	12.631578947368421
2022	21.145374449339208	15.196078431372548
2023	22.093023255813954	17.59259259259259
2024	21.10726643598616	15.720524017467248
