ano	curso	inscporvaga
2017	ICET	7.2318181818181815
2017	UFJ	16.401851851851852
2018	ICET	4.7681818181818185
2018	UFJ	11.952777777777778
2019	ICET	3.8363636363636364
2019	UFJ	11.064814814814815
2020	ICET	2.8454545454545452
2020	UFJ	10.717592592592593
2021	ICET	2.1454545454545455
2021	UFJ	10.71111111111111
2022	ICET	1.6409090909090909
2022	UFJ	8.27037037037037
2023	ICET	1.559090909090909
2023	UFJ	8.153703703703703
2024	ICET	1.6772727272727272
2024	UFJ	8.425
