ano	taxagrad	taxagrad_mm
2017	26.296296296296298	26.296296296296298
2018	23.6318407960199	23.6318407960199
2019	22.105263157894736	22.5
2020	23.691460055096417	23.1729055258467
2021	24.061032863849764	23.02405498281787
2022	23.867069486404834	24.027072758037225
2023	23.529411764705884	25.046728971962615
2024	24.36003303055326	25.36082474226804
