ano	evasao	retencao
2015	44.44444444444444	6.666666666666667
2016	40.909090909090914	13.636363636363635
2017	11.363636363636363	11.363636363636363
2018	26.153846153846157	6.153846153846154
2019	21.62162162162162	10.81081081081081
2020	38.15789473684211	19.736842105263158
2021	36.76470588235294	17.647058823529413
2022	15.09433962264151	35.84905660377358
2023	37.93103448275862	17.24137931034483
2024	7.894736842105263	26.31578947368421
