ano	taxagrad	taxagrad_mm
2017	21.21212121212121	21.21212121212121
2018	16.949152542372882	16.949152542372882
2019	16.049382716049383	14.705882352941176
2020	18.446601941747574	15.584415584415584
2021	17.05426356589147	15.625
2022	24.050632911392405	28.282828282828284
2023	26.256983240223462	34.69387755102041
2024	25.728155339805824	33.00970873786408
