ano	avg	1stdev	max
2012	8.0	8.0	8
2013	6.875	9.633509561339238	10
2014	8.875	11.07939901106855	12
2015	10.0	14.320493798938573	16
2016	8.0	11.74165738677394	12
2018	12.333333333333334	13.58055246225798	14
2019	9.666666666666666	10.1380711874577	10
2020	10.333333333333334	11.276142374915397	12
2021	11.333333333333334	12.276142374915397	12
2022	10.1875	12.31525556631865	16
2023	11.222222222222221	14.1196455134234	17
2024	9.833333333333334	11.046684981546752	12
