ano	curso	inscporvaga
2017	UFJ	16.401851851851852
2018	UFJ	11.952777777777778
2019	UFJ	11.064814814814815
2020	UFJ	10.717592592592593
2021	UFJ	10.71111111111111
2022	UFJ	8.27037037037037
2023	UFJ	8.153703703703703
2024	UFJ	8.425
2025	UFJ	7.961111111111111
