ano	taxagrad	taxagrad_mm
2017	41.30653266331658	41.30653266331658
2018	42.017699115044245	42.017699115044245
2019	39.95308835027365	40.38683602771363
2020	39.710028191703586	40.36087369420703
2021	39.30874813957334	38.72614292055038
2022	39.82549957782156	39.71600688468158
2023	41.156716417910445	42.42424242424242
2024	41.507963024835725	43.78378378378378
