ano	avg	1stdev	max
2012	8.6	12.478143885933063	14
2013	11.166666666666666	13.505944807936366	14
2014	9.5	13.405124837953327	15
2015	9.5	10.0	10
2017	8.666666666666666	10.552284749830793	10
2018	11.2	15.169886648255842	18
2019	7.333333333333333	10.477993710685535	12
2020	12.833333333333334	15.025491072994317	16
2021	10.6	14.870831300812524	19
2022	10.0	10.0	10
2023	9.0	9.0	9
2024	9.0	9.0	9
