ano	evasao	retencao
2015	52.38095238095239	19.047619047619047
2016	50.0	6.25
2017	45.83333333333333	10.416666666666668
2018	23.809523809523807	23.809523809523807
2019	38.63636363636363	18.181818181818183
2020	44.11764705882353	20.588235294117645
2021	36.36363636363637	13.636363636363635
2022	20.0	10.0
2023	55.55555555555556	22.22222222222222
2024	11.11111111111111	44.44444444444444
