ano	evasao	retencao
2015	5.847953216374268	7.017543859649122
2016	13.089005235602095	7.329842931937172
2017	3.888888888888889	4.444444444444445
2018	11.398963730569948	11.398963730569948
2019	3.076923076923077	10.256410256410255
2020	8.421052631578947	7.894736842105263
2021	7.344632768361582	11.864406779661017
2022	4.597701149425287	6.896551724137931
2023	10.650887573964498	7.6923076923076925
2024	2.9585798816568047	7.6923076923076925
