Ano	enade	idd	odp	infra	oaf	mestres	doutores	regtra	cpc
2012		2.62748336791992	3.00295829772949			3.66666650772094	2.57407402992248	5.0	
2015	3.19203066825866	2.98453783204093	2.33923298616528	1.28478660870042	1.79930975615557	2.88461538461538	3.60169491525423	5.0	3.09925931430165
2018	3.276894327	2.222699644	2.629222388	2.542711319	2.560124536	3.642857577	3.5714285	5.0	3.005582693
2022	3.529	3.090889487	2.20338983	1.655979982	2.490498346	4.618055552	4.583333335	5.0	3.506882036
