ano	taxagrad	taxagrad_mm
2017	65.9090909090909	65.9090909090909
2018	61.29032258064516	61.29032258064516
2019	69.81132075471699	69.81132075471699
2020	64.6788990825688	64.6788990825688
2021	67.66917293233082	64.75770925110132
2022	69.7749196141479	71.30044843049328
2023	71.10481586402267	76.41921397379913
2024	71.72236503856041	73.04347826086956
