ano	avg	1stdev	max
2016	9.2	10.179795897113271	10
2017	10.0	11.632993161855453	12
2018	8.75	10.049038105676658	11
2019	6.8	9.2	8
2020	9.833333333333334	12.136712493514208	16
2021	9.0	10.069044967649697	10
2022	11.8	13.4	13
2023	8.8	9.77979589711327	10
2024	11.2	11.948331477354788	12
