ano_enade	nota_enade	Nota ENEM
2017	30.6	519.9000000000001
2017	31.1	558.2249999999999
2017	56.8	615.0
2017	25.7	592.275
2017	41.3	533.7750000000001
2021	29.7	593.625
2021	26.3	596.3499999999999
2021	60.1	716.8
2021	41.4	565.8
2021	14.1	497.77500000000003
2021	31.6	594.1
2021	35.7	524.425
2021	22.5	591.825
