ano	taxagrad	taxagrad_mm
2017	25.806451612903224	25.806451612903224
2018	27.906976744186046	27.906976744186046
2019	24.63768115942029	26.984126984126984
2020	30.851063829787233	32.432432432432435
2021	31.858407079646017	34.146341463414636
2022	30.597014925373134	31.86813186813187
2023	28.930817610062892	32.22222222222222
2024	28.651685393258425	26.19047619047619
