ano	evasao	retencao
2015	30.434782608695656	0.0
2016	23.809523809523807	9.523809523809524
2017	13.461538461538462	7.6923076923076925
2018	19.672131147540984	6.557377049180328
2019	24.242424242424242	9.090909090909092
2020	27.142857142857142	17.142857142857142
2021	27.586206896551722	22.413793103448278
2022	23.25581395348837	18.6046511627907
2023	13.513513513513514	29.72972972972973
2024	5.405405405405405	54.054054054054056
