ano	taxagrad	taxagrad_mm
2015	24.390243902439025	24.390243902439025
2016	32.87671232876713	32.87671232876713
2017	35.96491228070175	35.96491228070175
2018	31.21019108280255	31.21019108280255
2019	29.107981220657276	24.413145539906104
2020	30.79847908745247	21.673003802281368
2021	31.372549019607842	17.973856209150327
2022	32.394366197183096	21.019108280254777
2023	31.34328358208955	19.45288753799392
2024	32.9646017699115	20.118343195266274
