ano	evasao	retencao
2015	30.597014925373134	25.37313432835821
2016	18.705035971223023	23.741007194244602
2017	22.14765100671141	18.79194630872483
2018	17.6056338028169	15.492957746478872
2019	31.0126582278481	20.88607594936709
2020	20.27972027972028	27.27272727272727
2021	15.862068965517242	21.379310344827587
2022	12.5	16.875
2023	7.428571428571429	15.428571428571427
2024	4.0201005025125625	19.597989949748744
