ano	evasao	retencao
2015	16.541353383458645	18.796992481203006
2016	5.64516129032258	23.387096774193548
2017	12.676056338028168	14.788732394366196
2018	15.54054054054054	18.243243243243242
2019	14.000000000000002	12.666666666666668
2020	13.47517730496454	13.47517730496454
2021	27.586206896551722	24.82758620689655
2022	13.709677419354838	19.35483870967742
2023	12.096774193548388	16.93548387096774
2024	5.343511450381679	12.977099236641221
