Ano	enade	idd	odp	infra	oaf	mestres	doutores	regtra	cpc
2010	2.69703603550329	2.69235968589782	3.51851844787597	1.29855716228485		4.55882358551025	3.92857146263122	5.0	3.13274884223938
2013	2.52142310142517	3.11988425254821	0.651346698023539		2.18179182621917	4.07407379949039	3.33333328714177	5.0	2.8801953792572
2016	2.16148686408996	2.10593010593187		0.352225170509354	1.9477271372129	3.5	3.5	5.0	2.39817734684993
2019	3.081	2.716	0.716	0.975	2.42	3.62	2.998	5.0	2.826
2023	3.411	2.885	2.658	2.399	3.12	4.021	3.654	5.0	3.314
