ano	taxagrad	taxagrad_mm
2017	59.50413223140496	59.50413223140496
2018	58.666666666666664	58.666666666666664
2019	58.91891891891892	61.267605633802816
2020	52.26337448559671	45.859872611464965
2021	54.57746478873239	50.920245398773005
2022	54.46153846153846	50.857142857142854
2023	55.58659217877095	52.02312138728324
2024	56.14035087719298	62.17948717948718
