ano	avg	1stdev	max
2013	8.0	8.0	8
2014	9.0	10.0	10
2015	10.333333333333334	12.128388269044835	12
2016	10.714285714285714	12.764671442058189	14
2017	8.875	11.34671499166065	13
2018	10.2	12.721904042583699	16
2019	10.894736842105264	13.163396006552874	16
2020	10.1	12.4	14
2021	11.333333333333334	15.543110313438362	24
2022	10.7	14.279106033634656	16
2023	9.384615384615385	12.117279948974094	14
2024	8.75	11.430951323690902	16
