ano	evasao	retencao
2015	16.528925619834713	14.049586776859504
2016	25.36231884057971	13.768115942028986
2017	13.194444444444445	15.972222222222221
2018	19.753086419753085	20.98765432098765
2019	25.0	27.564102564102566
2020	33.84615384615385	23.076923076923077
2021	34.146341463414636	22.76422764227642
2022	31.63265306122449	17.346938775510203
2023	20.43010752688172	16.129032258064516
2024	16.483516483516482	16.483516483516482
