ano	taxagrad	taxagrad_mm
2017	22.5	22.5
2018	27.325581395348838	27.325581395348838
2019	29.86425339366516	29.67032967032967
2020	28.25278810408922	30.158730158730158
2021	31.84713375796178	37.628865979381445
2022	30.555555555555557	33.51063829787234
2023	31.377551020408163	33.333333333333336
2024	30.751708428246015	34.705882352941174
