ano	evasao	retencao
2015	6.25	5.625
2016	11.931818181818182	9.659090909090908
2017	7.18232044198895	8.287292817679557
2018	8.465608465608465	11.64021164021164
2019	9.595959595959595	14.646464646464647
2020	14.673913043478262	12.5
2021	12.068965517241379	11.494252873563218
2022	11.917098445595855	24.352331606217618
2023	5.027932960893855	22.3463687150838
2024	5.82010582010582	20.634920634920633
